,age,workclass,education,education_num,marital_status,occupation,relationship,race,sex,hours_per_week,native_country,income,net_capital
22437,32,Private,High School Graduate,9,Previously Married,White Collar,Not family,White,Female,38,US,0,1471
22438,28,Private,High School Graduate,9,Married,Blue Collar,Spouse,White,Male,50,US,0,0
22439,32,Private,Bachelor's Degree,13,Married,White Collar,Spouse,White,Male,40,US,1,0
22442,23,Private,High School Graduate,9,Never Married,Blue Collar,Not family,White,Male,40,US,0,0
22443,44,Private,High School Graduate,9,Married,Blue Collar,Spouse,White,Male,40,US,1,0
22444,37,Private,Collage/Associate Degree,10,Married,Blue Collar,Spouse,White,Male,40,US,0,0
22447,43,Government,High School Graduate,9,Married,Blue Collar,Spouse,White,Male,40,US,1,7298
22448,49,Private,Advanced Degree,15,Never Married,White Collar,Not family,White,Female,55,US,1,0
22449,37,Private,High School Graduate,9,Married,Blue Collar,Spouse,White,Male,40,US,1,0
22451,34,Private,Advanced Degree,15,Married,White Collar,Spouse,White,Male,55,US,1,-1977
22452,51,Private,Collage/Associate Degree,10,Married,Blue Collar,Spouse,White,Male,60,US,1,0
22453,24,Private,Collage/Associate Degree,10,Never Married,White Collar,Not family,White,Female,40,US,0,0
22454,67,Self-employed,Bachelor's Degree,13,Married,Blue Collar,Spouse,White,Male,40,US,0,0
22455,40,Private,High School Graduate,9,Married,White Collar,Spouse,White,Male,45,US,1,7298
22456,32,Private,High School Graduate,9,Married,White Collar,Spouse,White,Female,40,US,1,0
22458,39,Self-employed,Collage/Associate Degree,10,Married,Service,Spouse,White,Female,15,US,1,0
22459,33,Private,Some High School,7,Married,Blue Collar,Spouse,White,Male,40,US,0,0
22460,48,Private,High School Graduate,9,Previously Married,White Collar,Not family,White,Male,60,US,0,0
22463,24,Private,High School Graduate,9,Never Married,Blue Collar,Not family,Other,Male,40,US,0,0
22464,24,Private,Some High School,7,Never Married,Blue Collar,Not family,White,Male,40,US,0,2463
22466,40,Private,High School Graduate,9,Married,Blue Collar,Spouse,White,Male,63,US,0,0
22467,48,Private,Bachelor's Degree,13,Married,White Collar,Not family,White,Female,50,US,1,0
22468,42,Self-employed,High School Graduate,9,Married,White Collar,Spouse,White,Male,60,US,0,0
22470,31,Private,High School Graduate,9,Married,White Collar,Spouse,White,Male,50,US,1,0
22473,32,Private,Collage/Associate Degree,10,Married,Service,Spouse,Other,Male,50,US,0,0
22474,34,Private,Some High School,7,Married,White Collar,Spouse,White,Male,25,Unknown,0,0
22475,41,Self-employed,Bachelor's Degree,13,Married,White Collar,Spouse,White,Male,35,US,1,0
22476,57,Government,High School Graduate,9,Previously Married,White Collar,Not family,White,Female,40,US,0,0
22477,25,Private,Some High School,6,Never Married,Blue Collar,Not family,Other,Male,40,US,0,0
22481,82,Self-employed,Collage/Associate Degree,10,Previously Married,White Collar,Not family,White,Male,20,US,0,0
22483,26,Private,Collage/Associate Degree,10,Never Married,White Collar,Not family,Other,Male,35,US,0,0
22484,37,Private,Collage/Associate Degree,10,Previously Married,Blue Collar,Not family,White,Male,40,US,0,0
22485,25,Private,Some High School,6,Married,Blue Collar,Spouse,White,Male,40,US,0,0
22486,65,Private,Some High School,6,Married,Blue Collar,Spouse,White,Male,22,US,1,0
22487,39,Private,Bachelor's Degree,13,Previously Married,White Collar,Not family,Other,Male,40,Other,0,0
22488,36,Self-employed,High School Graduate,9,Married,Blue Collar,Spouse,White,Male,40,US,0,0
22489,37,Self-employed,High School Graduate,9,Married,White Collar,Spouse,White,Male,45,US,0,0
22491,34,Private,High School Graduate,9,Married,Blue Collar,Spouse,White,Male,40,US,1,0
22492,63,Self-employed,Bachelor's Degree,13,Married,White Collar,Spouse,White,Male,20,US,0,0
22493,59,Private,High School Graduate,9,Previously Married,Service,Not family,White,Female,35,US,0,0
22494,49,Self-employed,Collage/Associate Degree,10,Married,Blue Collar,Spouse,White,Male,40,US,0,0
22495,62,Unknown,Some High School,5,Never Married,Unknown,Not family,White,Female,40,Other,0,0
22497,28,Private,Some High School,6,Married,Blue Collar,Spouse,White,Male,30,Other,0,0
22498,45,Government,Bachelor's Degree,13,Married,Blue Collar,Spouse,White,Male,40,US,0,0
22499,40,Self-employed,Bachelor's Degree,13,Married,White Collar,Spouse,White,Male,60,US,0,0
22502,19,Unknown,Some High School,6,Never Married,Unknown,Not family,White,Female,38,US,0,0
22503,59,Government,Bachelor's Degree,13,Married,White Collar,Spouse,White,Female,22,US,1,0
22504,41,Private,High School Graduate,9,Previously Married,Blue Collar,Not family,White,Male,40,US,0,7443
22505,49,Government,Collage/Associate Degree,10,Previously Married,White Collar,Not family,White,Male,48,US,1,0
22507,31,Self-employed,High School Graduate,9,Married,Blue Collar,Spouse,White,Male,45,US,0,0
22509,27,Private,Bachelor's Degree,13,Never Married,White Collar,Not family,White,Female,15,US,0,0
22510,20,Unknown,High School Graduate,9,Never Married,Unknown,Other Relative,White,Male,40,Other,0,0
22511,51,Private,High School Graduate,9,Previously Married,Service,Not family,White,Female,40,US,0,0
22512,46,Private,No formal education,2,Married,Blue Collar,Spouse,White,Male,40,Other,0,0
22513,48,Private,Collage/Associate Degree,10,Married,Blue Collar,Spouse,White,Male,60,US,1,0
22514,39,Government,Advanced Degree,14,Previously Married,White Collar,Not family,White,Female,40,US,0,0
22516,41,Private,High School Graduate,9,Married,Blue Collar,Spouse,White,Male,40,US,1,0
22517,21,Private,Collage/Associate Degree,10,Never Married,White Collar,Not family,White,Female,25,US,0,0
22519,40,Private,High School Graduate,9,Married,White Collar,Spouse,White,Female,40,US,1,0
22520,44,Private,High School Graduate,9,Married,Blue Collar,Spouse,White,Male,41,US,0,0
22521,50,Private,High School Graduate,9,Married,Blue Collar,Spouse,White,Male,50,US,1,0
22522,42,Private,Collage/Associate Degree,10,Previously Married,White Collar,Not family,White,Female,45,US,0,0
22523,34,Private,High School Graduate,9,Never Married,Blue Collar,Not family,White,Male,40,US,0,0
22524,46,Private,Collage/Associate Degree,10,Married,White Collar,Spouse,White,Male,40,US,0,0
22525,35,Private,High School Graduate,9,Married,Blue Collar,Spouse,White,Male,40,US,0,0
22527,37,Private,Advanced Degree,15,Previously Married,White Collar,Not family,White,Male,36,US,1,14084
22528,30,Private,High School Graduate,9,Married,Blue Collar,Spouse,White,Male,40,US,0,0
22532,56,Self-employed,High School Graduate,9,Married,Blue Collar,Spouse,White,Male,55,US,0,0
22535,52,Private,Some High School,7,Previously Married,Blue Collar,Not family,White,Male,40,US,0,0
22536,60,Government,Advanced Degree,14,Married,White Collar,Spouse,White,Male,50,US,1,0
22537,45,Private,Advanced Degree,16,Married,White Collar,Spouse,White,Male,50,US,1,0
22539,31,Private,High School Graduate,9,Married,White Collar,Spouse,White,Male,40,US,0,2829
22541,36,Private,Some High School,5,Married,Blue Collar,Spouse,White,Male,35,Other,0,0
22542,42,Private,Advanced Degree,15,Married,White Collar,Spouse,White,Male,60,US,0,0
22543,28,Government,Advanced Degree,14,Married,White Collar,Spouse,White,Female,35,US,1,7688
22544,62,Private,Advanced Degree,15,Married,Blue Collar,Spouse,White,Male,45,US,1,0
22545,65,Unknown,High School Graduate,9,Previously Married,Unknown,Not family,White,Female,40,US,0,0
22547,47,Private,Bachelor's Degree,13,Married,White Collar,Spouse,White,Male,38,US,1,0
22549,24,Private,Collage/Associate Degree,10,Never Married,Service,Not family,White,Male,35,US,0,0
22550,44,Private,High School Graduate,9,Previously Married,Service,Not family,White,Female,39,US,0,0
22552,21,Private,Collage/Associate Degree,10,Never Married,White Collar,Not family,White,Male,40,US,0,0
22554,21,Private,Collage/Associate Degree,10,Never Married,Service,Not family,White,Male,40,US,0,0
22555,41,Self-employed,Advanced Degree,15,Married,White Collar,Spouse,White,Male,45,Other,1,0
22556,64,Unknown,Bachelor's Degree,13,Married,Unknown,Spouse,Other,Female,8,US,0,0
22557,55,Self-employed,Collage/Associate Degree,10,Married,Blue Collar,Spouse,White,Male,99,US,0,0
22558,42,Private,High School Graduate,9,Married,Blue Collar,Spouse,White,Male,40,US,0,0
22559,63,Self-employed,High School Graduate,9,Married,Blue Collar,Spouse,White,Male,35,US,0,0
22562,45,Private,High School Graduate,9,Married,White Collar,Spouse,White,Female,35,US,0,0
22564,34,Private,Advanced Degree,14,Married,White Collar,Spouse,Other,Female,40,Other,1,0
22565,53,Private,Some High School,8,Never Married,Service,Not family,Other,Female,35,US,0,0
22567,47,Private,High School Graduate,9,Previously Married,Service,Not family,White,Female,4,US,0,0
22568,41,Private,Some High School,7,Previously Married,White Collar,Not family,White,Female,36,US,0,0
22569,35,Private,Bachelor's Degree,13,Married,White Collar,Spouse,White,Female,30,US,1,-1977
22570,43,Self-employed,Advanced Degree,14,Married,White Collar,Spouse,White,Male,50,US,1,0
22571,53,Government,No formal education,2,Married,Service,Spouse,White,Male,32,Other,0,0
22572,34,Private,Collage/Associate Degree,10,Never Married,White Collar,Not family,White,Male,45,US,0,0
22575,53,Private,Bachelor's Degree,13,Previously Married,White Collar,Not family,Other,Male,50,US,0,0
22576,33,Private,No formal education,4,Previously Married,Blue Collar,Not family,Other,Male,35,Other,0,0
22577,45,Private,High School Graduate,9,Married,Blue Collar,Spouse,White,Male,50,US,0,0
22578,48,Self-employed,Advanced Degree,14,Married,White Collar,Spouse,White,Male,40,US,1,0
22579,42,Private,Collage/Associate Degree,10,Previously Married,White Collar,Not family,White,Female,40,US,0,0
22580,55,Private,High School Graduate,9,Married,Blue Collar,Spouse,White,Male,72,US,1,5178
22581,46,Self-employed,High School Graduate,9,Married,Blue Collar,Spouse,White,Male,50,US,0,0
22583,23,Private,Collage/Associate Degree,10,Never Married,Blue Collar,Not family,Other,Female,35,US,0,0
22584,21,Private,High School Graduate,9,Never Married,Blue Collar,Not family,White,Male,60,US,0,0
22585,53,Government,High School Graduate,9,Previously Married,Blue Collar,Not family,Other,Male,40,US,0,0
22586,61,Self-employed,High School Graduate,9,Married,White Collar,Spouse,White,Male,20,US,1,0
22588,36,Private,High School Graduate,9,Married,Blue Collar,Spouse,White,Male,50,US,0,0
22589,45,Government,Collage/Associate Degree,10,Previously Married,White Collar,Not family,Other,Female,38,US,0,0
22590,39,Private,Bachelor's Degree,13,Married,Blue Collar,Spouse,White,Female,30,US,1,0
22591,39,Private,Bachelor's Degree,13,Previously Married,White Collar,Not family,White,Female,50,US,1,13550
22592,48,Self-employed,Advanced Degree,16,Married,White Collar,Spouse,White,Female,40,US,1,0
22593,41,Private,Bachelor's Degree,13,Married,White Collar,Spouse,White,Male,38,US,0,0
22596,51,Self-employed,High School Graduate,9,Married,Blue Collar,Spouse,White,Male,48,US,1,7298
22597,23,Private,Collage/Associate Degree,10,Previously Married,White Collar,Not family,White,Female,40,US,0,0
22598,41,Private,Collage/Associate Degree,10,Married,Blue Collar,Spouse,White,Male,60,US,0,0
22599,47,Government,High School Graduate,9,Married,White Collar,Spouse,White,Male,70,US,0,0
22600,51,Private,Bachelor's Degree,13,Married,White Collar,Spouse,White,Male,55,US,0,0
22601,60,Self-employed,High School Graduate,9,Married,Service,Spouse,White,Male,40,US,0,0
22602,51,Private,Bachelor's Degree,13,Previously Married,White Collar,Not family,White,Female,40,US,0,0
22603,20,Government,Collage/Associate Degree,10,Never Married,Service,Not family,White,Male,40,US,0,0
22606,32,Private,High School Graduate,9,Previously Married,Service,Not family,Other,Female,16,US,0,0
22607,19,Private,Some High School,8,Never Married,White Collar,Other Relative,White,Male,40,US,0,1055
22610,38,Private,Collage/Associate Degree,10,Married,Blue Collar,Spouse,White,Male,40,Other,0,0
22611,38,Private,Advanced Degree,15,Never Married,White Collar,Not family,White,Female,50,US,1,0
22612,40,Self-employed,Bachelor's Degree,13,Married,Blue Collar,Spouse,White,Male,50,US,0,0
22613,39,Private,Advanced Degree,14,Never Married,White Collar,Not family,White,Male,50,US,1,0
22614,38,Private,Advanced Degree,14,Married,White Collar,Spouse,Other,Male,40,Unknown,0,0
22615,26,Private,Bachelor's Degree,13,Never Married,White Collar,Not family,White,Female,40,US,0,0
22617,20,Private,No formal education,3,Never Married,Blue Collar,Other Relative,White,Male,40,Other,0,0
22618,49,Private,Bachelor's Degree,13,Married,White Collar,Not family,Other,Male,40,Other,0,0
22620,47,Private,Bachelor's Degree,13,Married,White Collar,Spouse,White,Male,45,Other,1,0
22622,56,Private,Collage/Associate Degree,10,Previously Married,Service,Not family,White,Male,30,US,0,0
22623,60,Self-employed,Some High School,7,Married,Blue Collar,Spouse,White,Male,35,US,0,0
22625,25,Private,Bachelor's Degree,13,Never Married,White Collar,Not family,Other,Female,38,US,0,0
22628,38,Private,Bachelor's Degree,13,Never Married,White Collar,Not family,White,Male,45,US,0,2202
22629,47,Private,High School Graduate,9,Previously Married,White Collar,Not family,White,Female,36,US,0,0
22630,50,Self-employed,Advanced Degree,15,Previously Married,White Collar,Not family,White,Male,50,US,1,0
22631,64,Self-employed,High School Graduate,9,Married,Blue Collar,Spouse,White,Male,40,US,1,0
22632,35,Private,Collage/Associate Degree,10,Married,Blue Collar,Spouse,White,Male,40,US,0,0
22633,25,Unknown,Some High School,7,Never Married,Unknown,Not family,White,Female,40,US,0,0
22634,42,Private,Bachelor's Degree,13,Married,White Collar,Spouse,White,Male,44,US,1,0
22635,51,Private,Bachelor's Degree,13,Previously Married,White Collar,Not family,White,Male,40,US,0,0
22636,21,Private,High School Graduate,9,Never Married,Service,Not family,White,Male,40,US,0,0
22637,53,Self-employed,Advanced Degree,14,Previously Married,White Collar,Not family,White,Male,50,US,1,0
22639,34,Private,Advanced Degree,15,Married,White Collar,Spouse,White,Male,50,Unknown,0,2829
22640,37,Private,Advanced Degree,14,Married,White Collar,Spouse,White,Male,50,US,1,0
22642,18,Private,Collage/Associate Degree,10,Never Married,White Collar,Not family,White,Male,50,US,0,0
22643,57,Private,Collage/Associate Degree,10,Married,White Collar,Spouse,White,Male,45,US,1,7688
22645,27,Private,Collage/Associate Degree,10,Married,White Collar,Spouse,White,Male,40,US,0,2829
22647,36,Self-employed,Bachelor's Degree,13,Previously Married,White Collar,Not family,White,Male,60,US,0,0
22648,48,Private,High School Graduate,9,Previously Married,White Collar,Other Relative,White,Female,40,US,0,0
22650,51,Private,Bachelor's Degree,13,Previously Married,White Collar,Not family,White,Female,16,US,0,0
22651,59,Private,Some High School,5,Married,Service,Spouse,White,Male,40,US,0,0
22652,32,Private,Collage/Associate Degree,10,Married,White Collar,Other Relative,Other,Female,40,Other,0,0
22653,39,Private,Collage/Associate Degree,10,Previously Married,Service,Not family,White,Male,40,US,0,0
22654,32,Private,High School Graduate,9,Married,Blue Collar,Spouse,White,Male,40,US,0,0
22655,38,Private,High School Graduate,9,Married,White Collar,Spouse,White,Female,40,US,1,0
22656,44,Government,Bachelor's Degree,13,Never Married,White Collar,Not family,White,Female,38,US,0,0
22657,51,Private,High School Graduate,9,Married,White Collar,Spouse,White,Male,40,US,0,0
22658,54,Private,High School Graduate,9,Never Married,Service,Other Relative,White,Female,20,Other,0,0
22659,22,Private,Collage/Associate Degree,10,Never Married,White Collar,Not family,White,Female,30,US,0,0
22662,53,Private,High School Graduate,9,Married,Blue Collar,Spouse,White,Male,40,US,0,0
22663,28,Private,Bachelor's Degree,13,Married,White Collar,Spouse,White,Male,45,US,0,0
22665,40,Government,Collage/Associate Degree,10,Married,White Collar,Spouse,Other,Male,40,US,1,0
22667,39,Private,Bachelor's Degree,13,Married,White Collar,Spouse,White,Male,60,Other,1,0
22668,40,Government,Advanced Degree,14,Married,White Collar,Spouse,White,Male,35,US,1,7298
22669,36,Private,High School Graduate,9,Married,White Collar,Spouse,Other,Male,40,Other,0,0
22671,32,Self-employed,Bachelor's Degree,13,Married,White Collar,Spouse,White,Male,55,Other,1,7688
22672,50,Private,High School Graduate,9,Married,White Collar,Spouse,White,Male,40,US,0,0
22675,53,Private,Collage/Associate Degree,10,Previously Married,Blue Collar,Not family,White,Male,40,US,1,0
22676,49,Private,High School Graduate,9,Previously Married,Service,Not family,Other,Female,32,US,0,0
22679,47,Self-employed,High School Graduate,9,Married,Blue Collar,Spouse,White,Male,35,US,0,0
22680,35,Government,Collage/Associate Degree,10,Married,Service,Spouse,White,Male,40,US,0,0
22682,43,Self-employed,Advanced Degree,14,Previously Married,White Collar,Not family,White,Female,20,US,0,0
22684,54,Private,Advanced Degree,14,Married,White Collar,Spouse,White,Male,40,US,1,0
22685,76,Government,Some High School,5,Married,Service,Spouse,White,Male,30,US,0,0
22686,33,Private,No formal education,4,Never Married,White Collar,Not family,White,Male,43,Other,0,0
22689,26,Private,High School Graduate,9,Married,Blue Collar,Spouse,White,Male,40,US,0,0
22691,49,Private,High School Graduate,9,Married,Blue Collar,Spouse,White,Male,40,US,1,7298
22692,24,Private,Collage/Associate Degree,10,Never Married,White Collar,Not family,White,Male,65,US,0,0
22695,33,Private,Some High School,8,Previously Married,White Collar,Not family,White,Female,40,US,0,1471
22696,31,Private,Bachelor's Degree,13,Married,White Collar,Spouse,Other,Male,48,Other,1,15024
22697,53,Private,Bachelor's Degree,13,Married,White Collar,Spouse,White,Male,44,US,1,0
22699,43,Private,High School Graduate,9,Married,Blue Collar,Spouse,White,Male,40,US,0,0
22701,53,Government,Advanced Degree,14,Previously Married,White Collar,Not family,White,Female,40,US,0,0
22702,36,Government,Bachelor's Degree,13,Married,White Collar,Spouse,White,Male,45,US,0,0
22703,47,Government,High School Graduate,9,Married,White Collar,Spouse,White,Male,40,US,1,0
22704,52,Private,Collage/Associate Degree,10,Married,White Collar,Spouse,White,Male,40,Other,1,0
22708,53,Government,Advanced Degree,14,Married,White Collar,Spouse,White,Female,40,US,1,15024
22711,34,Government,Bachelor's Degree,13,Married,White Collar,Spouse,White,Male,40,US,0,0
22712,28,Private,Collage/Associate Degree,10,Never Married,White Collar,Not family,White,Female,40,US,0,0
22713,61,Private,Bachelor's Degree,13,Married,White Collar,Spouse,White,Male,40,US,1,0
22714,20,Private,High School Graduate,9,Married,Blue Collar,Spouse,White,Male,60,US,0,0
22715,47,Government,High School Graduate,9,Married,White Collar,Spouse,White,Male,40,US,0,0
22716,40,Private,Bachelor's Degree,13,Married,White Collar,Spouse,White,Male,45,US,1,0
22718,53,Private,Collage/Associate Degree,10,Married,Blue Collar,Spouse,White,Male,40,US,1,0
22719,26,Private,Bachelor's Degree,13,Never Married,White Collar,Not family,White,Male,50,US,0,0
22720,39,Private,Advanced Degree,15,Married,White Collar,Spouse,White,Male,99,US,1,-2415
22722,46,Private,Advanced Degree,16,Never Married,White Collar,Not family,White,Male,40,US,1,0
22723,34,Private,Bachelor's Degree,13,Married,White Collar,Spouse,White,Male,40,US,1,15024
22724,45,Self-employed,Bachelor's Degree,13,Previously Married,White Collar,Not family,White,Male,45,Other,0,0
22726,41,Private,High School Graduate,9,Married,Blue Collar,Spouse,White,Male,40,US,0,0
22727,26,Private,Bachelor's Degree,13,Never Married,White Collar,Not family,White,Female,40,US,0,0
22728,28,Self-employed,Bachelor's Degree,13,Never Married,White Collar,Not family,White,Female,4,US,0,0
22730,38,Private,High School Graduate,9,Never Married,White Collar,Not family,White,Male,40,US,1,0
22732,28,Private,Bachelor's Degree,13,Married,White Collar,Spouse,White,Male,40,US,1,0
22733,49,Private,Advanced Degree,14,Never Married,White Collar,Not family,White,Male,40,US,1,0
22734,29,Private,Bachelor's Degree,13,Never Married,White Collar,Not family,White,Male,40,US,0,0
22735,43,Government,Advanced Degree,14,Married,White Collar,Spouse,Other,Female,50,US,1,0
22736,34,Government,Advanced Degree,14,Never Married,White Collar,Not family,White,Female,40,US,0,0
22738,25,Private,Bachelor's Degree,13,Married,White Collar,Spouse,White,Male,40,US,1,0
22739,27,Private,Bachelor's Degree,13,Married,White Collar,Spouse,White,Male,40,US,0,0
22744,44,Self-employed,High School Graduate,9,Married,Blue Collar,Spouse,White,Male,50,US,0,3137
22746,39,Private,Bachelor's Degree,13,Never Married,White Collar,Other Relative,Other,Male,45,US,0,0
22747,33,Private,High School Graduate,9,Previously Married,Blue Collar,Not family,White,Female,40,US,0,0
22748,41,Self-employed,Advanced Degree,14,Married,White Collar,Spouse,White,Female,35,US,1,-1902
22749,65,Private,Bachelor's Degree,13,Married,White Collar,Spouse,White,Male,40,US,1,99999
22750,40,Private,Bachelor's Degree,13,Never Married,White Collar,Not family,White,Male,53,US,0,0
22751,26,Unknown,Bachelor's Degree,13,Married,Unknown,Spouse,White,Female,20,US,0,0
22753,28,Private,Collage/Associate Degree,10,Never Married,White Collar,Not family,White,Female,40,US,0,0
22754,71,Private,High School Graduate,9,Married,White Collar,Spouse,White,Male,52,US,0,-2467
22755,25,Government,Bachelor's Degree,13,Never Married,White Collar,Not family,White,Female,40,US,0,0
22756,25,Private,No formal education,4,Married,Blue Collar,Spouse,White,Male,60,US,0,0
22757,19,Unknown,Collage/Associate Degree,10,Married,Unknown,Spouse,White,Female,30,US,0,0
22758,36,Self-employed,Advanced Degree,15,Married,Blue Collar,Spouse,White,Male,60,US,0,0
22761,39,Private,Bachelor's Degree,13,Married,Blue Collar,Spouse,White,Male,40,US,1,0
22762,31,Private,Advanced Degree,15,Previously Married,White Collar,Not family,White,Female,45,US,1,0
22764,44,Private,Collage/Associate Degree,10,Never Married,Blue Collar,Not family,White,Male,38,US,0,0
22765,60,Self-employed,High School Graduate,9,Married,White Collar,Spouse,White,Male,45,US,0,0
22767,44,Private,Collage/Associate Degree,10,Married,White Collar,Spouse,White,Male,50,Other,1,0
22768,53,Government,High School Graduate,9,Previously Married,White Collar,Not family,White,Male,40,US,0,0
22769,28,Private,High School Graduate,9,Married,Blue Collar,Spouse,White,Male,40,US,0,0
22770,41,Private,Bachelor's Degree,13,Previously Married,White Collar,Not family,White,Female,45,US,0,0
22771,40,Self-employed,High School Graduate,9,Previously Married,White Collar,Not family,White,Female,15,Unknown,0,0
22772,35,Private,Some High School,7,Married,White Collar,Spouse,White,Female,40,US,0,0
22773,41,Self-employed,Some High School,5,Married,White Collar,Spouse,White,Female,70,Other,0,0
22774,28,Private,High School Graduate,9,Married,Blue Collar,Spouse,White,Male,35,Other,0,0
22775,53,Private,High School Graduate,9,Married,Blue Collar,Spouse,White,Male,40,Other,0,0
22778,27,Private,Collage/Associate Degree,10,Previously Married,Blue Collar,Not family,White,Female,40,US,0,0
22779,27,Private,High School Graduate,9,Never Married,White Collar,Not family,Other,Female,8,US,0,0
22780,26,Private,High School Graduate,9,Married,Blue Collar,Spouse,White,Male,40,US,1,0
22781,53,Private,High School Graduate,9,Previously Married,White Collar,Not family,White,Female,35,US,0,0
22782,34,Private,High School Graduate,9,Married,Blue Collar,Spouse,White,Male,40,Other,1,0
22783,50,Self-employed,Advanced Degree,14,Never Married,White Collar,Not family,Other,Male,50,Other,0,0
22784,30,Private,High School Graduate,9,Previously Married,White Collar,Not family,Other,Female,62,US,0,0
22785,47,Private,High School Graduate,9,Previously Married,Blue Collar,Not family,Other,Male,40,US,0,0
22786,27,Unknown,High School Graduate,9,Never Married,Unknown,Not family,White,Male,40,US,0,0
22787,55,Government,Collage/Associate Degree,10,Married,White Collar,Spouse,White,Male,40,US,0,0
22790,31,Self-employed,Some High School,8,Married,White Collar,Spouse,Other,Female,50,Unknown,0,0
22791,39,Self-employed,Advanced Degree,14,Married,White Collar,Spouse,White,Male,60,US,1,0
22792,30,Private,Bachelor's Degree,13,Married,White Collar,Spouse,White,Male,55,US,0,0
22793,39,Private,High School Graduate,9,Married,Blue Collar,Spouse,Other,Male,40,US,1,-1887
22795,25,Unknown,High School Graduate,9,Married,Unknown,Not family,White,Male,40,US,0,0
22796,57,Self-employed,High School Graduate,9,Married,Service,Spouse,White,Male,60,US,0,0
22797,21,Private,Collage/Associate Degree,10,Never Married,White Collar,Other Relative,Other,Female,20,Other,0,0
22798,30,Unknown,No formal education,4,Previously Married,Unknown,Not family,White,Female,44,US,0,0
22799,25,Self-employed,Collage/Associate Degree,10,Never Married,Service,Not family,White,Female,22,US,0,0
22801,26,Private,High School Graduate,9,Previously Married,Blue Collar,Not family,Other,Female,40,US,0,-1594
22803,39,Self-employed,Collage/Associate Degree,10,Previously Married,White Collar,Not family,White,Male,47,US,0,0
22804,48,Private,Bachelor's Degree,13,Previously Married,Service,Not family,White,Female,44,Other,0,0
22805,24,Private,Collage/Associate Degree,10,Never Married,Service,Not family,Other,Female,35,US,0,0
22807,53,Private,Collage/Associate Degree,10,Married,White Collar,Spouse,White,Male,25,US,0,0
22808,36,Government,Collage/Associate Degree,10,Married,White Collar,Spouse,White,Male,70,US,0,0
22809,34,Private,High School Graduate,9,Previously Married,Blue Collar,Not family,White,Male,45,US,0,0
22812,45,Private,Bachelor's Degree,13,Married,White Collar,Spouse,White,Male,40,US,1,0
22815,33,Private,Some High School,5,Previously Married,Blue Collar,Not family,White,Male,55,US,0,114
22816,44,Private,Collage/Associate Degree,10,Previously Married,White Collar,Not family,White,Female,40,US,0,0
22818,30,Private,Collage/Associate Degree,10,Previously Married,White Collar,Not family,White,Female,10,US,0,0
22819,32,Government,Collage/Associate Degree,10,Never Married,White Collar,Not family,Other,Female,40,US,0,0
22820,46,Unknown,High School Graduate,9,Previously Married,Unknown,Not family,Other,Female,40,US,0,0
22821,29,Private,Bachelor's Degree,13,Married,White Collar,Spouse,White,Male,40,US,1,0
22824,35,Private,High School Graduate,9,Previously Married,White Collar,Other Relative,Other,Female,40,US,0,0
22825,29,Private,High School Graduate,9,Never Married,Service,Not family,White,Female,38,US,0,0
22827,43,Government,Bachelor's Degree,13,Married,White Collar,Spouse,White,Male,40,Other,1,0
22829,61,Government,Advanced Degree,15,Married,White Collar,Spouse,White,Male,50,US,1,0
22830,42,Private,Advanced Degree,14,Never Married,White Collar,Not family,White,Female,40,US,0,0
22831,33,Private,Some High School,8,Married,White Collar,Spouse,White,Female,40,US,0,0
22833,32,Unknown,High School Graduate,9,Married,Unknown,Spouse,White,Male,24,US,0,0
22835,61,Private,High School Graduate,9,Previously Married,White Collar,Not family,White,Female,40,US,0,0
22838,58,Government,Advanced Degree,14,Never Married,White Collar,Not family,White,Male,35,US,0,0
22839,42,Private,High School Graduate,9,Married,Blue Collar,Spouse,White,Male,40,US,0,0
22840,56,Private,Collage/Associate Degree,10,Married,White Collar,Spouse,White,Male,45,US,1,0
22842,25,Private,High School Graduate,9,Previously Married,Blue Collar,Not family,Other,Female,40,US,0,0
22843,59,Private,High School Graduate,9,Married,White Collar,Spouse,White,Female,40,US,0,0
22844,65,Self-employed,Bachelor's Degree,13,Married,White Collar,Spouse,White,Male,10,US,0,3818
22845,57,Private,Advanced Degree,14,Previously Married,White Collar,Not family,White,Male,50,US,1,-2824
22847,42,Private,Collage/Associate Degree,10,Married,White Collar,Spouse,White,Male,50,US,1,-1887
22848,18,Unknown,Some High School,8,Never Married,Unknown,Other Relative,Other,Male,20,US,0,0
22849,18,Private,Some High School,7,Married,Blue Collar,Spouse,White,Male,40,US,0,0
22850,28,Private,High School Graduate,9,Married,Blue Collar,Spouse,White,Male,40,US,1,0
22851,20,Private,High School Graduate,9,Married,White Collar,Spouse,White,Female,20,US,0,0
22853,28,Private,Bachelor's Degree,13,Previously Married,Service,Not family,White,Female,48,Other,1,0
22855,23,Private,Collage/Associate Degree,10,Never Married,Blue Collar,Not family,White,Male,40,US,0,0
22856,60,Private,Collage/Associate Degree,10,Previously Married,Blue Collar,Not family,White,Male,47,US,0,0
22858,37,Government,Bachelor's Degree,13,Never Married,White Collar,Not family,White,Female,45,US,0,4865
22860,34,Private,High School Graduate,9,Previously Married,Blue Collar,Not family,Other,Male,20,US,0,0
22861,36,Private,Collage/Associate Degree,10,Married,Blue Collar,Spouse,White,Male,40,Unknown,1,0
22862,37,Self-employed,Collage/Associate Degree,10,Married,White Collar,Spouse,White,Female,15,US,0,0
